id,text,query
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_142_41","(Disclose trends for the past 3 years) 
 
 FY _____ 
(Turnover rate in current FY) 
FY _____ 
(Turnover rate in 
previous FY) 
FY _____ 
(Turnover rate in the 
year prior to the 
previous FY) 
Male Female Total  Male Female Total Male Female Total 
Permanent 
Employees 
         
Permanent 
Workers",turnover rate over the past 3 years
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_27_37","2. Therefore, in order to ensure availability of information to investors on default by listed entities 
with respect to default on loans taken from banks / financial institutions or unlisted debt 
securities, the following requirements are being specified.  
 
3. Applicability: 
 
3.1. These provisions shall be applicable to all listed entiti es which have listed their specified 
securities (equity and convertible securities). 
 
3.2. The disclosures shall be made to the stock exchanges when the entity has defaulted in 
payment of interest / instalment obligations on loans, including revolving facilitie s like cash 
credit, from banks / financial institutions and unlisted debt securities. 
 
3.3. ‘Default’ for the purpose of this Section shall mean non-payment of the interest or principal 
amount in full on the date when the debt has become due and payable (‘pre-agreed payment 
date’).","""listed entities default loans financial institutions securities"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_28_33,"time of application. With the introduction of UPI as a payment mechanism, various 
channels for making application in public issue by various categories of investors are 
as under: 
                                              
 
51 SEBI Circular no. SEBI/HO/CFD/DIL2/CIR/P/2018/138 dated November 01, 2018 
Category of 
Investor 
Channels for making application 
Channel I Channel II Channel III Channel IV 
Retail 
Individual 
Investor (RII) 
Investor may submit 
the Application-cum 
Bidding form with 
ASBA as the sole 
mechanism for 
making payment, 
physically at the 
branch of a SCSB, 
i.e. investor’s bank, 
or online, if such 
Investor may 
submit the 
Application-cum 
Bidding form 
online using the 
facility of linked 
online trading, 
demat and bank 
account (3 -in-1 
type accounts), 
Not applicable A RII would also 
have the option to 
submit Application-
cum B idding form 
with any of the 
intermediary and 
use his/her UPI ID 
for the purpose of 
blocking of funds.","""SEBI application channels for investors"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_72_8","Page 73 of 261 
 
and 
Protection 
Fund (IEPF) 
  Name (Xyz)                               NA         
(g) Resident 
Individuals 
holding 
nominal 
share capital 
up to Rs. 2 
lakhs 
                              NA         
  Name (Xyz)                               NA         
(h) Resident 
Individuals 
holding 
nominal 
share capital 
in excess of 
Rs. 2 lakhs 
                              NA         
  Name (Xyz)                               NA         
(i) Non 
Resident 
Indians 
(NRIs) 
                              NA         
  Name (Xyz)                               NA         
(j) Foreign 
Nationals 
                              NA         
  Name (Xyz)                               NA         
(k) Foreign 
Companies 
                              NA         
  Name (Xyz)                               NA         
(l) Bodies 
Corporate 
                              NA         
  Name (Xyz)                               NA         
(m) Any Other 
(specify)","""Protection Fund IEPF"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_105_2,"Page 106 of 132 
 
 
 
Annexure XV 
Indicative process flow for applications in public issue submitted by retail individual 
investor  
1. Channels of submission of application forms 
1.1. A retail individual investor (RII) can submit the application for subscribing to a public 
issue through the following channels: 
1.1.1. Application submitted with Self Certified Syndicate Bank (SCSB) i.e. RIIs 
bank 
(i) A RII may s ubmit the bid-cum-application form, with ASBA as the sole 
mechanism for making payment, physically at the branch of a SCSB, i.e. RII’s 
bank, or online, if such facility is provided by the SCSB. 
(ii) For such applications, the existing process of uploading of bid and blocking 
of funds in RII account by the SCSB would continue. 
1.1.2. Application submitted with Intermediary 
(i) A RII would continue to have the option to submit the bid-cum- application form 
online using the facility of linked online trading, demat and bank account (3-","""Public issue application process for retail individual investors"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_213_14","Page 214 of 261 
 
ANNEXURE 18 
DETAILS TO BE PROVIDED WHILE DISCLOSING EVENTS GIVEN IN PART A OF 
SCHEDULE III OF THE LODR REGULATIONS 
 
A. Details which a listed entity needs to disclose for the events that are deemed to 
be material as specified in Para A of Part A of Schedule III of the LODR Regulations 
 
1. Acquisition(s)(including agreement to acquire), Scheme of Arrangement 
(amalgamation/ merger/ demerger/restructuring), sale or disposal of any unit(s), 
division(s), whole or substantially the whole of the undertaking(s) or subsidiary 
of the listed entity, sale of stake in the associate company of the listed entity or 
any other restructuring:   
 
1.1. Acquisition (including agreement to acquire):  
 
a) name of the target entity, details in brief such as size, turnover etc.;  
b) whether the acquisition would fall within related party transaction(s) and whether 
the promoter/ promoter group/ group companies have any interest in the entity","""lodr regulations schedule iii disclosure events"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_54_19","on its trading terminals, as follows: ""Trading in shares of the <Name of the Listed Entity> is 
presently under 'suspension and trade to trade basis' and trading shall stop completely a nd 
compulsory delisting may be initiated if <Name of the Listed Entity> does not become compliant 
by <Date> "".","""listed entity suspension trading"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_179_20","dispute, includes any such person who has been dismissed, 
discharged or retrenched or otherwise terminated in connection with, 
or as a consequence of, that dispute, or whose dismissal, disc harge 
or retrenchment has led to that dispute, but does not include any such 
person -— 
(i) who is subject to the Air Force Act, 1950 (45 of 1950), or the 
Army Act, 1950 (46 of 1950), or the Navy Act, 1957 (62 of 
1957); or  
(ii) who is employed in the police service or as an officer or other 
employee of a prison; or","""dispute employment termination"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_143_43","on Responsible Business Conduct: 
Stakeholder 
group from 
whom 
complaint is 
received  
Grievance 
Redressal 
Mechanism 
in Place 
(Yes/No)  
(If Yes, 
then 
provide 
web-link 
for 
grievance 
redress 
policy) 
FY _____ 
Current Financial Year 
FY _____ 
Previous Financial Year 
 
 
Number of 
complaints 
filed 
during the 
year 
Number of 
complaints 
pending 
resolution 
at close of 
the year 
Remarks 
 
Number of 
complaints 
filed 
during the 
year 
Number of 
complaints 
pending 
resolution 
at close of 
the year 
Remarks 
Communities        
Investors 
(other than 
shareholders)","""responsible business conduct stakeholder complaints mechanism"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_171_2","4. If the entity has undertaken any specific initiatives or used innovative technology or solutions to 
improve resource efficiency, or reduce impact due to emissions / effluent discharge / waste 
generated, please provide  details of the same as well as outcome of such initiatives, as per the 
following format: 
Sr. No Initiative undertaken  Details of the initiative (Web-link, if any, 
may be provided along-with summary) 
Outcome of the 
initiative  
 
    
 
5. Does the entity have  a business continuity and disaster management plan? Give details in 100 
words/ web link. 
6. Disclose any significant adverse impact to the environment, arising from the value chain of the 
entity. What mitigation or adaptation measures have been taken by the entity in this regard. 
 
7. Percentage of value chain partners (by value of business done with such partners) that were 
assessed for environmental impacts.","""environmental initiatives"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_206_47","Page 207 of 261 
Sr. 
No. Attribute Parameter Measurement Data & Assurance Approach Cross – reference 
to the BRSR 
GHG Emission Intensity  
(Scope 1 +2) 
 
 
Total Scope 1 and Scope 
2 emissions (MT) / Total 
Revenue from Operations  
adjusted for PPP 
1.Total Emission (Scope 1 & 2)  
2. Total Revenue from Operations - From 
Audited P&L Statement 
3. PPP (USD / INR) 
Principle 6, 
Question 7 of 
Essential Indicators 
Total Scope 1 and Scope 
2 emissions (MT) / Total 
Output of Product or 
Services 
1. Total Emission (Scope 1 & 2) as above  
2. Company & Sector Specific (i.e., No. of 
Vehicles Produced, MT of Materi al 
Produced, Data in Mn TB, No. of Seats / 
Travel Class, Room-nights etc.) 
Principle 6, 
Question 7 of 
Essential Indicators 
 
2 Water footprint Total water consumption  
Mn Lt or KL 
Water consumed is water that it is no longer 
available for use by the ecosystem or local 
community, such as  water that has been 
withdrawn and incorporated  into products","""ghg emission intensity measurement data"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_126_47","Page 127 of 261 
 
We conducted our audit in accordance with the Standards on Auditing (SAs) specified under section 
143(10) of the Companies Act, 2013. (“Act”) /issued by the Institute of Chartered Accountants of 
India108. Our responsibilities under those Standards are  further described in the Auditor’s 
Responsibilities for the Audit of the Consolidated Financial Results  section of our report. We are 
independent of the Group, its associates and jointly controlled entities in accordance with the Code 
of Ethics issued by the Institute of Chartered Accountants of India together with the ethical 
requirements that are relevant to our audit of the consolidated Financial Results, and we have fulfilled 
our other ethical responsibilities in accordance with these requirements and the Code of Ethics. We 
believe that the audit evidence obtained by us and other auditors in terms of their reports referred to","""auditor's responsibilities for consolidated financial results"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_86_37","(B) Any guarantee/ comfort letter (by whatever name called) provided by the listed entity directly or indirectly, 
in connection with any loan(s) or any other form of debt availed by: 
 
Entity Type (guarantee, 
comfort letter etc.) 
Aggregate amount of 
issuance during six 
months  
Balance outstanding at 
the end of six months 
(taking into account any 
invocation) 
Promoter or any 
other entity 
controlled by them 
   
Promoter Group or 
any other entity 
controlled by them 
   
Directors (including 
relatives) or any 
other entity 
controlled by them 
   
KMPs or any other 
entity controlled by 
them 
   
 
(C) Any security provided by the listed entity directly or indirectly, in connection with any loan(s) or any other 
form of debt availed by: 
 
Entity Type of security 
(cash, shares etc.) 
Aggregate value of security 
provided during six months  
Balance outstanding at 
the end of six months 
Promoter or any 
other entity 
controlled by them","""guarantee letter loan debt"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_199_34","distribution, business travel, etc.  
Downstream categories can include downstream 
transportation and distribution, processing of sold products, 
end-of-life treatment of sold products etc. 
 
3. Entities may, on a voluntary basis, provide a break-up of the 
Scope 3 emissions into CO2, CH4, N2O, HFCs, PFCs, SF6, 
NF3.  
 
4. The entity shall exclude any GHG trades (purchase, sale or 
transfer of GHG emissions) from the calculation of Scope 3 
GHG emissions. 
 
5. The unit for the disclosures shall be metric tonnes of CO 2 
equivalent. Entities should consistently apply global 
warming potential (GWP) rates and emission factors used 
for the data disclosed and also disclose the source of the 
rates / factors. Further, entities should disclose the 
standards, methodologies, assumptions and/or calculation 
tools used, including sources of the global warming 
potential (GWP) rates and emission factors used. 
 
9. Scope 3 emission intensity per rupee of turnove r shall be","""Scope 3 emissions calculation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_122_32","Page 123 of 261 
 
are free from material misstatement, whether due to fraud or error which have been used for the 
purpose of preparation of the consolidated financial results by the Directors of the Bank, as aforesaid.  
In preparing the consolidated Financial Results, the respective  Boa rd of Directors of the entities 
included in the Group and of its associates and jointly controlled entities are responsible for 
assessing the ability of the Group and of its associates and jointly controlled entities to continue as 
a going concern, disclos ing, as applicable, matters related to going concern and using the going 
concern basis of accounting unless the Board of Directors either intends to liquidate the Group or to 
cease operations, or has no realistic alternative but to do so.  
The respective B oard of Directors of the entities included in the Group and of its associates and 
jointly controlled entities are responsible for overseeing the financial reporting process of the Group","""consolidated financial results going concern accounting"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_7_17,"NEFT/RTGS/IMPS  or  online  payment  using  the  SEBI  Payment  Gateway  or  
any  othe r  mode  as  may  be specified by the Board from time to time . The 
remittances to SEBI IPEF shall be made through the link provided i n the 
Homepage of SEBI website (https://www.sebi.gov.in/) under the head “Click here 
to make payment to SEBI IPEF”. The link enables the remitter to make payment 
in any of the following manner: 
- Net banking 
- NEFT/RTGS 
- Debit Cards 
- UPI","""SEBI IPEF payment options"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_43_33","the  Code of  Conduct  under regulation  24(2)  read  with  regulation  23(1)  of  the SEBI  
(Research  Analyst)  Regulations, 2014 , as amended from time to time and the procedural  
guidelines for proxy  advisors issued vide SEBI circular no. 
SEBI/HO/IMD/DF1/CIR/P/2020/147 dated August 03, 2020  and subsequently subsumed 
in circular no. SEBI/HO/MIRSD-PoD-2/P/CIR/2023/90 dated June 15, 2023, to resolve the 
grievance. 
 
****** 
  
                                                           
31SEBI/HO/CFD/CMD1/CIR/P/2020/119 dated August 4, 2020 and SEBI/HO/CFD/CMD1/CIR/P/2020/159 dated 
August 27, 2020; made effective from January 1, 2021.","""SEBI code of conduct research analyst regulations"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_99_28","information for the quarter ended ……(date of the quarter end) as well as the year to date 
results for the period from …to ……  
Basis for Opinion  
We conducted our audit in accordance with the Standards on Auditing (SAs) specified under section 
143(10) of the Companies Act, 2013 (the Act). Our responsibilities under those Standards are further 
described in the Auditor’s Responsibilities for the Audit of the Standalone Financial Results  section 
of our report. We are independent of the Company in accordance with the Code of Ethics issued by 
the Institute of Chartered Accountants of India together with the ethical requirements that are relevant 
to our audit of the financial results under the provisions of the Companies Act, 2013 and  the Rules 
thereunder, and we have fulfilled our other ethical responsibilities in accordance with these 
requirements and the Code of Ethics. We believe that the audit evidence we have obtained is","""quarterly financial results"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_81_26","g) Policy on dealing with related party transactions   
h) Policy for determining ‘material’ subsidiaries   
i) Details of familiarization programmes imparted to independent directors   
j) email address for grievance redressal and other relevant details   
k) Contact information of the designated officials of the listed entity who are responsible for 
assisting and handling investor grievances 
  
l) Financial results   
m) Shareholding pattern   
n) Details of agreements entered into with the media companies and/or their associates    
o) Schedule of analyst or institutional investor meet and presentations made by the listed entity to 
analysts or institutional investors simultaneously with submission to stock exchange  
 
oa) audio or video recordings and transcripts of post earnings/quarterly calls  
  
p) New name and the old name of the listed entity   
q) Advertisements as per regulation 47(1)   
r) Credit rating or revision in credit rating obtained","""listed entity information"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_160_31","6. Number of Complaints on the following made by employees and workers: 
 FY _____ 
Current Financial Year 
FY _____ 
Previous Financial Year 
 
 
 
Filed during 
the year 
 
 
Pending 
resolution 
at the end 
of year 
Remarks 
 
Filed 
during the 
year 
Pending 
resolution 
at the end 
of year 
Remarks 
Sexual Harassment       
Discrimination at 
workplace 
      
Child Labour       
Forced 
Labour/Involuntary 
Labour 
      
Wages       
Other human rights 
related issues","""complaints workplace"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_94_10","Consolidated Financial Statements / Results. In an audit of Consolidated Financial 
Statements / Results, the principal auditor (as defined in SA 600) is required to perform 
various procedures in accordance with SA 600 and GN on CFS issued by the ICAI. 
The Principal Auditor should plan and perform the review to obtain moderate assurance 
as to whether the Consolidated Financial Statements / Results are free of material 
misstatement. A review is limited primarily to inquiries of company personnel and analytical 
procedures, applied to financial data and thus provides less assurance than an audit. In 
an engagement to review Consolidated Financial Statements / Results also, the Principal 
Auditor should comply with the requirements of SA 600, SRE 2400/2410 and GN on CFS, 
as may be applicable. 
c. Procedure 
 
Pursuant to (a) and (b) above, the principal auditor (that is, the Parent Company's Auditor)","""consolidated financial statements audit procedures"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_150_9","of business done with such 
partners) under the 
awareness programmes 
   
2. Does the entity have processes in place to avoid/ manage conflict of interests involving members 
of the Board? (Yes/No) If Yes, provide details of the same.","""conflict of interest board members process"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_100_32","concern and using the going concern basis of accounting unless the Board of Directors either intends 
to liquidate the Company or to cease operations, or has no realistic alternative but to do so.  
The Board of Directors are als o responsible for overseeing the Company’s financial reporting 
process.  
Auditor’s Responsibilities for the Audit of the Standalone Financial Results  
Our objectives are to obtain reasonable assurance about whether the standalone financial results as 
a whole are free from material misstatement, whether due to fraud or error, and to issue an auditor’s 
report that includes our opinion. Reasonable assurance is a high level of assurance, but is not a 
guarantee that an audit conducted in accordance with SAs will always detect a material misstatement 
when it exists. Misstatements can arise from fraud or error and are considered material if, individually 
or in the aggregate, they could reasonably be expected to influence the economic decisions of users","""accounting standards auditing financial reporting"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_90_49","added to the unreserved portion.  
 
17. All the IDRs applied for fungibility shall be transferred to IDR redemption account at the time of 
application and in case of unsuccessful bids the balance IDRs shall be transferred back to the 
account of applicant. The issuer shall take necessary steps to provide underlying shares or cash 
as per the choice made under para 11 above.  
 
18. The Issuer may receive requests from the holders of underlying shares and convert these into IDRs 
subject to the Headroom available with respect to the number of IDRs originally issued subject to 
the guidelines prescribed by RBI from time to time.","""IDR redemption account"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_114_45","for the period fr om ……to …… attached herewith, being submitted by the Bank pursuant to the 
requirement of Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) 
Regulations, 2015, as amended (“LODR Regulations”), except for the disclosures relating to Pillar 3 
disclosure as at _________, including leverage ratio and liquidity coverage ratio under Basel III 
Capital Regulations as have been disclosed on the Bank's website and in respect of which a link has 
been provided in the Financial Results and have not been audited by us.  
In our opinion and to the best of our information and according to the explanations given to us, these 
standalone Financial Results:  
i. are presented in accordance with the requirements of Regulation 33 of the LODR Regulations 
in this  regard except for the disclosures relating to Pillar 3 disclosure as at _________, 
including leverage ratio and liquidity coverage ratio under Basel III Capital Regulations as","""sebi listing obligations disclosure requirements"""
